step,hour,txn_type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,balance_diff_orig,balance_diff_dest,amount_to_balance_ratio,dest_balance_zeroed,night_txn_flag,weekend_flag,round_amount_flag,is_fraud
150,6,TRANSFER,16521.93,C7586773,100080.96,83559.03,C6097626,53200.01,69721.94,16521.93,16521.93,0.1651,0,0,1,0,0
401,17,CASH_IN,57569.65,C9247202,12600.21,70169.86,C5444388,5801.59,63371.24,-57569.65,57569.65,4.5689,0,0,0,0,0
163,19,TRANSFER,17269.6,C1123309,14037.52,0.0,C6365683,13900.14,31169.74,14037.52,17269.6,1.2302,0,0,1,0,0
387,3,TRANSFER,11921.07,C6804649,4301.59,0.0,C4934847,47266.12,59187.19,4301.59,11921.07,2.7713,0,1,0,0,0
176,8,CASH_OUT,1222.21,C3452592,4522.25,3300.04,C6609568,1104.44,2326.65,1222.21,1222.21,0.2703,0,0,0,0,0
22,22,PAYMENT,1874.15,C2166349,18744.5,16870.35,C6378912,3859.64,5733.79,1874.15,1874.15,0.1,0,1,0,0,0
253,13,PAYMENT,760.98,C6839027,17077.62,16316.64,C4916764,5080.37,5841.35,760.98,760.98,0.0446,0,0,0,0,0
351,15,CASH_IN,18463.19,C1867141,20821.35,39284.54,C3120128,548.8,19011.99,-18463.19,18463.19,0.8867,0,0,0,0,0
27,3,TRANSFER,204631.25,C3951396,243392.17,38760.92,C6510809,59701.04,264332.29,204631.25,204631.25,0.8407,0,1,0,0,0
277,13,PAYMENT,6625.49,C1030189,97110.36,90484.87,C3763169,7129.45,13754.94,6625.49,6625.49,0.0682,0,0,0,0,0
10,10,PAYMENT,2684.27,C5323845,7640.65,4956.38,C2275030,1500.17,4184.44,2684.27,2684.27,0.3513,0,0,0,0,0
220,4,DEBIT,1380.85,C9760816,16527.77,15146.92,C1723846,5929.87,7310.72,1380.85,1380.85,0.0835,0,1,0,0,0
375,15,DEBIT,1503.33,C5069955,138637.65,137134.32,C6496330,6556.52,8059.85,1503.33,1503.33,0.0108,0,0,0,0,0
277,13,CASH_OUT,3017.22,C2141442,23128.48,20111.26,C6965919,19051.87,22069.09,3017.22,3017.22,0.1305,0,0,0,0,0
451,19,TRANSFER,18337.35,C7322567,69541.29,51203.94,C9760395,11966.12,30303.47,18337.35,18337.35,0.2637,0,0,0,0,0
357,21,DEBIT,6452.18,C3307786,80143.34,73691.16,C6731740,12051.95,18504.13,6452.18,6452.18,0.0805,0,0,0,0,0
353,17,PAYMENT,3937.88,C9690729,71431.85,67493.97,C4299119,10470.3,14408.18,3937.88,3937.88,0.0551,0,0,0,0,0
100,4,CASH_OUT,2703.61,C1578811,18945.15,16241.54,C4775726,2407.96,5111.57,2703.61,2703.61,0.1427,0,1,0,0,0
433,1,PAYMENT,770.6,C2504133,96461.82,95691.22,C7922506,29515.13,30285.73,770.6,770.6,0.008,0,1,0,0,0
310,22,TRANSFER,12215.71,C3874174,9617.81,0.0,C1141569,10245.88,22461.59,9617.81,12215.71,1.2701,0,1,1,0,0
204,12,CASH_OUT,8166.73,C7294191,72324.01,64157.28,C2286648,29149.14,37315.87,8166.73,8166.73,0.1129,0,0,0,0,0
305,17,DEBIT,3158.51,C4385232,3678.02,519.51,C3300881,703.0,3861.51,3158.51,3158.51,0.8588,0,0,1,0,0
127,7,CASH_OUT,11903.67,C2025873,34726.68,22823.01,C2985121,9630.2,21533.87,11903.67,11903.67,0.3428,0,0,1,0,0
625,1,CASH_IN,48176.15,C3528766,8525.98,56702.13,C1121596,3658.82,51834.97,-48176.15,48176.15,5.6505,0,1,1,0,0
3,3,PAYMENT,6580.27,C8765323,2297.85,0.0,C2674048,8644.79,15225.06,2297.85,6580.27,2.8637,0,1,0,0,0
416,8,CASH_OUT,4123.41,C1830627,182416.83,178293.42,C4562616,369.09,4492.5,4123.41,4123.41,0.0226,0,0,0,0,0
353,17,DEBIT,2325.6,C8282842,44506.6,42181.0,C7327275,167.54,2493.14,2325.6,2325.6,0.0523,0,0,0,0,0
652,4,CASH_IN,3674.22,C5324740,2640.39,6314.61,C3808073,1833.84,5508.06,-3674.22,3674.22,1.3915,0,1,1,0,0
24,0,DEBIT,1885.64,C1616640,312856.18,310970.54,C7603429,104118.21,106003.85,1885.64,1885.64,0.006,0,1,0,0,0
333,21,CASH_OUT,22466.2,C9418355,116064.66,93598.46,C7251751,6699.51,29165.71,22466.2,22466.2,0.1936,0,0,1,0,0
453,21,CASH_IN,7736.35,C6031801,3711.81,11448.16,C5697392,2712.39,10448.74,-7736.35,7736.35,2.0843,0,0,0,0,0
271,7,PAYMENT,8529.21,C8514843,139547.15,131017.94,C1828155,124840.67,133369.88,8529.21,8529.21,0.0611,0,0,0,0,0
182,14,CASH_OUT,29041.99,C6595276,4114.66,0.0,C3480779,3977.27,33019.26,4114.66,29041.99,7.0582,0,0,0,0,0
207,15,CASH_OUT,14844.63,C3361881,142346.71,127502.08,C4611758,7159.88,22004.51,14844.63,14844.63,0.1043,0,0,0,0,0
395,11,DEBIT,1617.52,C6428667,1336.16,0.0,C5508390,186.96,1804.48,1336.16,1617.52,1.2106,0,0,0,0,0
226,10,DEBIT,450.92,C6165174,30935.73,30484.81,C9868037,2177.67,2628.59,450.92,450.92,0.0146,0,0,0,0,0
245,5,PAYMENT,1295.55,C5713564,33011.08,31715.53,C4963189,4635.64,5931.19,1295.55,1295.55,0.0392,0,1,0,0,0
684,12,CASH_OUT,3027.1,C3967819,20658.0,17630.9,C3232662,1699.96,4727.06,3027.1,3027.1,0.1465,0,0,0,0,0
348,12,PAYMENT,1931.43,C2345634,22848.5,20917.07,C1612720,8453.89,10385.32,1931.43,1931.43,0.0845,0,0,0,0,0
311,23,TRANSFER,31435.27,C2669386,627892.62,596457.35,C6733769,4741.71,36176.98,31435.27,31435.27,0.0501,0,1,1,0,0
163,19,CASH_IN,19891.59,C3270542,77339.52,97231.11,C1071486,12124.37,32015.96,-19891.59,19891.59,0.2572,0,0,1,0,0
663,15,PAYMENT,1233.14,C5028831,35197.48,33964.34,C7667495,24997.23,26230.37,1233.14,1233.14,0.035,0,0,1,0,0
60,12,CASH_IN,68559.95,C7874571,33608.43,102168.38,C1089753,37265.11,105825.06,-68559.95,68559.95,2.04,0,0,0,0,0
179,11,PAYMENT,2810.66,C7685688,44772.11,41961.45,C8442830,2179.08,4989.74,2810.66,2810.66,0.0628,0,0,0,0,0
122,2,CASH_OUT,3076.4,C9433566,28366.15,25289.75,C8234698,20648.82,23725.22,3076.4,3076.4,0.1085,0,1,1,0,0
549,21,CASH_IN,24378.84,C2362172,4916.88,29295.72,C6282519,7429.63,31808.47,-24378.84,24378.84,4.9582,0,0,0,0,0
102,6,DEBIT,6479.56,C2394040,147616.16,141136.6,C5735325,52130.7,58610.26,6479.56,6479.56,0.0439,0,0,0,0,0
397,13,DEBIT,2565.35,C2733929,21230.23,18664.88,C6388755,2351.94,4917.29,2565.35,2565.35,0.1208,0,0,0,0,0
370,10,CASH_OUT,42092.36,C2257029,53035.92,10943.56,C5436562,11626.41,53718.77,42092.36,42092.36,0.7937,0,0,0,0,0
190,22,TRANSFER,8382.25,C5323406,25544.23,17161.98,C8607540,1307.02,9689.27,8382.25,8382.25,0.3281,0,1,0,0,0
586,10,PAYMENT,4429.52,C4392853,4097.21,0.0,C1646474,2098.83,6528.35,4097.21,4429.52,1.0811,0,0,0,0,0
511,7,DEBIT,13455.24,C1414499,336526.74,323071.5,C3978860,37170.59,50625.83,13455.24,13455.24,0.04,0,0,0,0,0
571,19,CASH_OUT,4914.89,C8166263,23043.6,18128.71,C3901776,2873.83,7788.72,4914.89,4914.89,0.2133,0,0,0,0,0
202,10,CASH_IN,6030.72,C9155959,45888.98,51919.7,C2594368,7446.23,13476.95,-6030.72,6030.72,0.1314,0,0,0,0,0
311,23,CASH_OUT,3418.07,C8918399,12516.66,9098.59,C9352994,1882.78,5300.85,3418.07,3418.07,0.2731,0,1,1,0,0
518,14,CASH_IN,65445.28,C9000631,11308.38,76753.66,C4397974,4691.17,70136.45,-65445.28,65445.28,5.7873,0,0,0,0,0
327,15,PAYMENT,1169.51,C6021354,14423.2,13253.69,C9552760,20320.65,21490.16,1169.51,1169.51,0.0811,0,0,1,0,0
546,18,DEBIT,3315.8,C8515950,94670.91,91355.11,C1060257,2886.44,6202.24,3315.8,3315.8,0.035,0,0,0,0,0
136,16,CASH_OUT,1076.74,C4681376,7464.78,6388.04,C9417518,7054.32,8131.06,1076.74,1076.74,0.1442,0,0,1,0,0
487,7,CASH_OUT,9416.81,C2187033,96775.49,87358.68,C8808859,20634.24,30051.05,9416.81,9416.81,0.0973,0,0,1,0,0
719,23,CASH_IN,9670.44,C2012105,82426.76,92097.2,C5615852,22102.54,31772.98,-9670.44,9670.44,0.1173,0,1,0,0,0
74,2,CASH_IN,3993.17,C3575408,17409.27,21402.44,C3593849,323.14,4316.31,-3993.17,3993.17,0.2294,0,1,0,0,0
122,2,DEBIT,4643.95,C2329255,15855.45,11211.5,C2639312,12715.89,17359.84,4643.95,4643.95,0.2929,0,1,1,0,0
472,16,CASH_OUT,5688.81,C2054789,52357.65,46668.84,C6677035,7117.69,12806.5,5688.81,5688.81,0.1087,0,0,1,0,0
604,4,TRANSFER,71495.46,C9748608,28593.68,0.0,C3341590,952.99,72448.45,28593.68,71495.46,2.5004,0,1,0,0,0
603,3,TRANSFER,483156.2,C8154118,12559.68,0.0,C8690324,4852.56,488008.76,12559.68,483156.2,38.4688,0,1,0,0,0
713,17,CASH_OUT,23741.26,C6487035,27596.81,3855.55,C9984798,72633.02,96374.28,23741.26,23741.26,0.8603,0,0,0,0,0
686,14,TRANSFER,4047.53,C5146085,6515.35,2467.82,C4464679,1181.81,5229.34,4047.53,4047.53,0.6212,0,0,0,0,0
228,12,CASH_OUT,8266.34,C2362461,3146.41,0.0,C4605327,19933.46,28199.8,3146.41,8266.34,2.6272,0,0,0,0,0
333,21,CASH_OUT,1928.94,C6085983,22116.05,20187.11,C3888540,1726.06,3655.0,1928.94,1928.94,0.0872,0,0,1,0,0
570,18,CASH_IN,48014.42,C5271890,32761.83,80776.25,C9686057,2585.53,50599.95,-48014.42,48014.42,1.4656,0,0,0,0,0
394,10,CASH_OUT,2516.53,C8793968,62589.59,60073.06,C1223501,12170.34,14686.87,2516.53,2516.53,0.0402,0,0,0,0,0
559,7,DEBIT,1734.14,C1990619,7120.45,5386.31,C9278040,1041.26,2775.4,1734.14,1734.14,0.2435,0,0,0,0,0
10,10,CASH_IN,8627.73,C4702091,15574.71,24202.44,C7452201,10767.66,19395.39,-8627.73,8627.73,0.554,0,0,0,0,0
521,17,TRANSFER,4227.04,C2328618,83934.05,79707.01,C9550607,2381.62,6608.66,4227.04,4227.04,0.0504,0,0,0,0,0
186,18,CASH_OUT,1812.03,C9979090,2059.29,247.26,C7153186,5005.14,6817.17,1812.03,1812.03,0.8799,0,0,0,0,0
602,2,CASH_OUT,12304.21,C9168980,29240.3,16936.09,C8001512,22250.05,34554.26,12304.21,12304.21,0.4208,0,1,0,0,0
488,8,PAYMENT,3391.73,C9274657,739.0,0.0,C1777588,37402.84,40794.57,739.0,3391.73,4.5896,0,0,1,0,0
225,9,DEBIT,8815.76,C8970994,5887.34,0.0,C4103233,4220.93,13036.69,5887.34,8815.76,1.4974,0,0,0,0,0
489,9,PAYMENT,5641.39,C8723778,5709.57,68.18,C4230931,7180.49,12821.88,5641.39,5641.39,0.9881,0,0,1,0,0
627,3,DEBIT,4892.14,C1822724,221276.66,216384.52,C1714805,6495.25,11387.39,4892.14,4892.14,0.0221,0,1,1,0,0
440,8,CASH_IN,2371.76,C1918722,170702.98,173074.74,C8682317,22697.45,25069.21,-2371.76,2371.76,0.0139,0,0,0,0,0
101,5,TRANSFER,10786.58,C1835950,27272.45,16485.87,C6911105,241.62,11028.2,10786.58,10786.58,0.3955,0,1,0,0,0
81,9,DEBIT,11340.63,C6146157,162666.74,151326.11,C6046397,1673.85,13014.48,11340.63,11340.63,0.0697,0,0,0,0,0
333,21,CASH_IN,23155.06,C5265128,13888.69,37043.75,C4940723,1448.23,24603.29,-23155.06,23155.06,1.6672,0,0,1,0,0
107,11,CASH_IN,6174.43,C2673056,295244.14,301418.57,C9761310,2780.04,8954.47,-6174.43,6174.43,0.0209,0,0,0,0,0
638,14,PAYMENT,15874.67,C5725385,28583.23,12708.56,C4526728,8438.72,24313.39,15874.67,15874.67,0.5554,0,0,1,0,0
305,17,PAYMENT,560.53,C3473991,229654.97,229094.44,C5069049,259.95,820.48,560.53,560.53,0.0024,0,0,1,0,0
526,22,PAYMENT,20707.99,C7269393,7583.66,0.0,C3975752,8075.15,28783.14,7583.66,20707.99,2.7306,0,1,0,0,0
28,4,PAYMENT,2081.66,C7371445,9448.78,7367.12,C7499985,21344.04,23425.7,2081.66,2081.66,0.2203,0,1,0,0,0
245,5,CASH_IN,10217.32,C3605002,3905.19,14122.51,C2594990,1624.34,11841.66,-10217.32,10217.32,2.6163,0,1,0,0,0
338,2,PAYMENT,9169.0,C7330867,5370.74,0.0,C6509331,315005.21,324174.21,5370.74,9169.0,1.7072,0,1,0,0,0
34,10,DEBIT,6254.31,C3620921,163266.2,157011.89,C6433248,3243.73,9498.04,6254.31,6254.31,0.0383,0,0,0,0,0
304,16,CASH_IN,6368.98,C2023137,23334.59,29703.57,C2659673,7130.25,13499.23,-6368.98,6368.98,0.2729,0,0,1,0,0
519,15,DEBIT,1321.86,C8131975,2033.02,711.16,C5126137,683.67,2005.53,1321.86,1321.86,0.6502,0,0,0,0,0
402,18,CASH_IN,32233.11,C8619617,6736.86,38969.97,C5396109,27898.26,60131.37,-32233.11,32233.11,4.7846,0,0,0,0,0
48,0,CASH_IN,46362.92,C4167504,12959.67,59322.59,C1407360,8433.58,54796.5,-46362.92,46362.92,3.5775,0,1,0,0,0
150,6,PAYMENT,1464.63,C6581442,4630.45,3165.82,C7376889,29208.83,30673.46,1464.63,1464.63,0.3163,0,0,1,0,0
12,12,DEBIT,2493.76,C2631812,13877.15,11383.39,C8561723,1145.37,3639.13,2493.76,2493.76,0.1797,0,0,0,0,0
694,22,TRANSFER,477530.64,C8520635,550988.14,73457.5,C8918788,798.68,0.0,477530.64,-798.68,0.8667,1,1,0,0,1
555,3,CASH_IN,7880.09,C2769514,2517.38,10397.47,C6751743,40809.39,48689.48,-7880.09,7880.09,3.1303,0,1,0,0,0
677,5,CASH_IN,19518.03,C5416715,1034.45,20552.48,C1035962,15383.7,34901.73,-19518.03,19518.03,18.868,0,1,0,0,0
206,14,PAYMENT,9784.83,C4621221,37998.77,28213.94,C2183458,3970.76,13755.59,9784.83,9784.83,0.2575,0,0,0,0,0
395,11,DEBIT,1268.63,C8177588,128606.51,127337.88,C8575318,4688.33,5956.96,1268.63,1268.63,0.0099,0,0,0,0,0
238,22,CASH_IN,25207.3,C7883003,41364.29,66571.59,C1024830,15011.53,40218.83,-25207.3,25207.3,0.6094,0,1,0,0,0
152,8,TRANSFER,1457.6,C6734824,302664.31,301206.71,C6406731,61594.46,63052.06,1457.6,1457.6,0.0048,0,0,1,0,0
71,23,CASH_IN,43759.87,C9605031,14680.59,58440.46,C9397439,108250.57,152010.44,-43759.87,43759.87,2.9808,0,1,0,0,0
564,12,PAYMENT,8242.87,C4288921,85801.0,77558.13,C6471421,865.13,9108.0,8242.87,8242.87,0.0961,0,0,0,0,0
568,16,TRANSFER,5839.05,C2188661,2180.37,0.0,C8254712,7031.77,12870.82,2180.37,5839.05,2.678,0,0,0,0,0
92,20,CASH_OUT,10344.79,C6984109,21395.19,11050.4,C3884053,389.54,10734.33,10344.79,10344.79,0.4835,0,0,0,0,0
351,15,CASH_OUT,26831.75,C7473593,81328.23,54496.48,C1421374,9523.24,36354.99,26831.75,26831.75,0.3299,0,0,0,0,0
293,5,CASH_OUT,7152.34,C7226565,1371.82,0.0,C4758082,4721.88,11874.22,1371.82,7152.34,5.2138,0,1,1,0,0
153,9,DEBIT,8288.12,C8490806,22889.73,14601.61,C5862197,23130.74,31418.86,8288.12,8288.12,0.3621,0,0,1,0,0
117,21,PAYMENT,1239.88,C7575259,3628.7,2388.82,C9025738,7619.51,8859.39,1239.88,1239.88,0.3417,0,0,0,0,0
284,20,CASH_IN,13858.48,C6481803,16077.47,29935.95,C9913799,56219.24,70077.72,-13858.48,13858.48,0.862,0,0,0,0,0
355,19,CASH_IN,6391.56,C9437216,94673.93,101065.49,C2936448,4968.17,11359.73,-6391.56,6391.56,0.0675,0,0,0,0,0
701,5,DEBIT,6690.94,C4312141,7941.95,1251.01,C1939797,3219.21,9910.15,6690.94,6690.94,0.8425,0,1,0,0,0
717,21,PAYMENT,15889.85,C4478009,1635.74,0.0,C2641143,25880.5,41770.35,1635.74,15889.85,9.7142,0,0,0,0,0
349,13,CASH_IN,4238.87,C1933413,19003.24,23242.11,C3810309,75454.25,79693.12,-4238.87,4238.87,0.2231,0,0,0,0,0
19,19,CASH_IN,28044.69,C2217086,56337.71,84382.4,C2613358,3335.96,31380.65,-28044.69,28044.69,0.4978,0,0,0,0,0
192,0,CASH_OUT,296176.29,C1835211,16134.29,0.0,C8080234,4966.45,301142.74,16134.29,296176.29,18.3569,0,1,0,0,0
47,23,CASH_IN,5830.97,C1557539,31890.63,37721.6,C4172310,4045.76,9876.73,-5830.97,5830.97,0.1828,0,1,0,0,0
419,11,PAYMENT,436.27,C4727693,15260.12,14823.85,C1609030,5551.65,5987.92,436.27,436.27,0.0286,0,0,0,0,0
282,18,CASH_OUT,1318.5,C4133085,67946.78,66628.28,C3060511,2012.04,3330.54,1318.5,1318.5,0.0194,0,0,0,0,0
668,20,PAYMENT,1559.14,C4307195,5058.61,3499.47,C5520901,11222.12,12781.26,1559.14,1559.14,0.3082,0,0,1,0,0
196,4,CASH_IN,1959.13,C2829642,6697.6,8656.73,C1254500,6692.52,8651.65,-1959.13,1959.13,0.2925,0,1,0,0,0
408,0,CASH_OUT,3162.44,C8487703,12756.55,9594.11,C3669601,17626.97,20789.41,3162.44,3162.44,0.2479,0,1,0,0,0
540,12,PAYMENT,9437.17,C2740167,44017.78,34580.61,C1324242,1228.39,10665.56,9437.17,9437.17,0.2144,0,0,0,0,0
316,4,DEBIT,562.59,C5562271,257747.07,257184.48,C4731287,1710.37,2272.96,562.59,562.59,0.0022,0,1,1,0,0
683,11,CASH_OUT,29247.63,C7384637,4335.64,0.0,C5971971,4477.69,33725.32,4335.64,29247.63,6.7459,0,0,0,0,0
481,1,TRANSFER,12116.26,C3286608,455169.06,443052.8,C5605036,1447.87,13564.13,12116.26,12116.26,0.0266,0,1,1,0,0
225,9,PAYMENT,1963.52,C7224802,40568.87,38605.35,C5827760,12800.08,14763.6,1963.52,1963.52,0.0484,0,0,0,0,0
138,18,CASH_IN,12751.81,C2740011,5252.69,18004.5,C6972840,3602.2,16354.01,-12751.81,12751.81,2.4277,0,0,1,0,0
692,20,CASH_IN,2429.19,C3248889,2930.85,5360.04,C8997610,117.64,2546.83,-2429.19,2429.19,0.8288,0,0,0,0,0
621,21,CASH_IN,6498.67,C3738251,258180.09,264678.76,C3183685,3426.94,9925.61,-6498.67,6498.67,0.0252,0,0,0,0,0
401,17,PAYMENT,2517.66,C2718236,94295.02,91777.36,C9956294,12149.37,14667.03,2517.66,2517.66,0.0267,0,0,0,0,0
494,14,TRANSFER,15496.55,C8290795,13053.56,0.0,C7524814,10175.09,25671.64,13053.56,15496.55,1.1872,0,0,1,0,0
5,5,TRANSFER,2386.19,C4151717,2997.97,611.78,C9354700,11897.7,14283.89,2386.19,2386.19,0.7959,0,1,0,0,0
129,9,CASH_IN,8055.51,C4289388,7389.35,15444.86,C4093003,831525.12,839580.63,-8055.51,8055.51,1.0902,0,0,1,0,0
521,17,TRANSFER,2124.65,C8215656,31225.72,29101.07,C6749521,50647.66,52772.31,2124.65,2124.65,0.068,0,0,0,0,0
544,16,CASH_OUT,559.39,C3570536,26000.52,25441.13,C5575485,24913.31,25472.7,559.39,559.39,0.0215,0,0,0,0,0
61,13,CASH_OUT,10476.75,C3383118,41642.8,31166.05,C4738329,102101.22,112577.97,10476.75,10476.75,0.2516,0,0,0,0,0
436,4,CASH_OUT,47363.41,C5873286,19990.83,0.0,C2407953,1582.51,48945.92,19990.83,47363.41,2.3693,0,1,0,0,0
279,15,CASH_OUT,733.35,C5761247,149826.12,149092.77,C6281768,33764.35,34497.7,733.35,733.35,0.0049,0,0,0,0,0
647,23,PAYMENT,2267.36,C7010496,11628.48,9361.12,C9502544,129670.61,131937.97,2267.36,2267.36,0.195,0,1,1,0,0
583,7,TRANSFER,12012.09,C8251284,86920.38,74908.29,C9204898,4788.72,16800.81,12012.09,12012.09,0.1382,0,0,0,0,0
203,11,PAYMENT,3735.15,C8656492,28363.32,24628.17,C4922188,13492.21,17227.36,3735.15,3735.15,0.1317,0,0,0,0,0
387,3,PAYMENT,575.47,C5723660,37378.7,36803.23,C6476791,26491.97,27067.44,575.47,575.47,0.0154,0,1,0,0,0
302,14,CASH_OUT,410.49,C2693937,1997.06,1586.57,C3664194,48562.68,48973.17,410.49,410.49,0.2055,0,0,1,0,0
124,4,CASH_IN,10982.68,C6768023,4293.62,15276.3,C4531119,46718.05,57700.73,-10982.68,10982.68,2.5579,0,1,1,0,0
215,23,TRANSFER,1529.42,C2525196,8291.18,6761.76,C4542579,2011.12,3540.54,1529.42,1529.42,0.1845,0,1,0,0,0
336,0,CASH_IN,3182.76,C5593921,3130.7,6313.46,C2815488,7809.82,10992.58,-3182.76,3182.76,1.0166,0,1,0,0,0
610,10,DEBIT,2987.8,C7535694,18306.54,15318.74,C1500266,663.73,3651.53,2987.8,2987.8,0.1632,0,0,0,0,0
353,17,CASH_IN,8146.89,C9886402,7814.95,15961.84,C3968856,6889.76,15036.65,-8146.89,8146.89,1.0425,0,0,0,0,0
460,4,TRANSFER,383774.28,C7000710,488760.91,104986.63,C2167708,11955.62,0.0,383774.28,-11955.62,0.7852,1,1,1,0,1
458,2,PAYMENT,458.79,C2660757,16515.49,16056.7,C4073211,384.68,843.47,458.79,458.79,0.0278,0,1,1,0,0
241,1,DEBIT,2747.02,C7879178,67556.99,64809.97,C2516760,3040.5,5787.52,2747.02,2747.02,0.0407,0,1,0,0,0
249,9,DEBIT,4949.28,C2539699,1895.47,0.0,C9633658,7424.39,12373.67,1895.47,4949.28,2.6111,0,0,0,0,0
508,4,PAYMENT,6674.1,C4330397,19205.84,12531.74,C7272557,2262.76,8936.86,6674.1,6674.1,0.3475,0,1,0,0,0
357,21,CASH_IN,231.76,C5756495,27481.76,27713.52,C1273139,1195.08,1426.84,-231.76,231.76,0.0084,0,0,0,0,0
338,2,TRANSFER,1625.92,C7268447,1933.38,307.46,C5626882,8488.46,10114.38,1625.92,1625.92,0.841,0,1,0,0,0
3,3,DEBIT,3173.64,C3981506,25053.53,21879.89,C2654551,2763.63,5937.27,3173.64,3173.64,0.1267,0,1,0,0,0
42,18,DEBIT,431.52,C7445442,36376.49,35944.97,C3139599,2180.91,2612.43,431.52,431.52,0.0119,0,0,0,0,0
89,17,CASH_IN,19480.49,C2405906,6188.47,25668.96,C6150051,244443.4,263923.89,-19480.49,19480.49,3.1479,0,0,0,0,0
700,4,PAYMENT,4822.43,C5445403,134498.99,129676.56,C6719536,4861.56,9683.99,4822.43,4822.43,0.0359,0,1,0,0,0
609,9,PAYMENT,4816.39,C4556551,184280.41,179464.02,C6190805,227281.48,232097.87,4816.39,4816.39,0.0261,0,0,0,0,0
467,11,CASH_OUT,1598.12,C9353463,2669.16,1071.04,C7586414,8277.46,9875.58,1598.12,1598.12,0.5987,0,0,1,0,0
272,8,DEBIT,681.85,C2355345,32185.59,31503.74,C3348764,3028.61,3710.46,681.85,681.85,0.0212,0,0,0,0,0
8,8,CASH_IN,21870.76,C3678595,8350.55,30221.31,C9236173,24671.4,46542.16,-21870.76,21870.76,2.6191,0,0,0,0,0
86,14,DEBIT,38905.12,C9188813,1081.23,0.0,C7226812,20039.1,58944.22,1081.23,38905.12,35.9823,0,0,0,0,0
164,20,TRANSFER,40167.54,C2527002,3906.13,0.0,C5138154,9614.98,49782.52,3906.13,40167.54,10.2832,0,0,1,0,0
697,1,TRANSFER,36865.08,C1761003,5392.26,0.0,C1749559,6649.28,43514.36,5392.26,36865.08,6.8367,0,1,0,0,0
268,4,DEBIT,2788.51,C1370834,2621.69,0.0,C8561870,3669.93,6458.44,2621.69,2788.51,1.0636,0,1,0,0,0
326,14,CASH_IN,45967.61,C1599536,4712.84,50680.45,C4029137,2496.71,48464.32,-45967.61,45967.61,9.7537,0,0,1,0,0
169,1,TRANSFER,30909.84,C4163520,5267.07,0.0,C2957176,13285.81,44195.65,5267.07,30909.84,5.8685,0,1,0,0,0
152,8,CASH_OUT,14379.84,C7139869,2026.79,0.0,C6190364,28290.34,42670.18,2026.79,14379.84,7.0949,0,0,1,0,0
675,3,PAYMENT,4038.57,C1070474,75133.6,71095.03,C8658408,46030.41,50068.98,4038.57,4038.57,0.0538,0,1,0,0,0
222,6,PAYMENT,5405.56,C7834659,9868.9,4463.34,C1181903,21529.44,26935.0,5405.56,5405.56,0.5477,0,0,0,0,0
237,21,DEBIT,1233.54,C1770689,27506.85,26273.31,C1066145,8729.45,9962.99,1233.54,1233.54,0.0448,0,0,0,0,0
702,6,PAYMENT,2813.03,C9243977,2927.25,114.22,C9551514,1054.11,3867.14,2813.03,2813.03,0.961,0,0,0,0,0
415,7,TRANSFER,18524.43,C1659195,13971.1,0.0,C8336133,30895.36,49419.79,13971.1,18524.43,1.3259,0,0,0,0,0
647,23,CASH_OUT,7347.7,C4423624,1033.79,0.0,C1107587,984.96,8332.66,1033.79,7347.7,7.1075,0,1,1,0,0
485,5,PAYMENT,3191.21,C4667831,1311.9,0.0,C1918724,66205.78,69396.99,1311.9,3191.21,2.4325,0,1,1,0,0
636,12,DEBIT,10427.72,C6482785,18637.07,8209.35,C6981644,2370.52,12798.24,10427.72,10427.72,0.5595,0,0,1,0,0
682,10,CASH_IN,37345.16,C1364054,65423.66,102768.82,C8436137,8722.74,46067.9,-37345.16,37345.16,0.5708,0,0,0,0,0
414,6,DEBIT,8887.21,C8306138,82481.27,73594.06,C2761974,4683.2,13570.41,8887.21,8887.21,0.1077,0,0,0,0,0
19,19,DEBIT,14651.52,C8481174,47190.16,32538.64,C1474058,27599.61,42251.13,14651.52,14651.52,0.3105,0,0,0,0,0
259,19,CASH_OUT,22099.38,C1400299,161345.65,139246.27,C9739654,6406.55,28505.93,22099.38,22099.38,0.137,0,0,0,0,0
600,0,CASH_OUT,14099.22,C6171161,100084.5,85985.28,C1503625,89532.44,103631.66,14099.22,14099.22,0.1409,0,1,0,0,0
2,2,PAYMENT,5179.63,C7938647,16085.51,10905.88,C8128442,9055.51,14235.14,5179.63,5179.63,0.322,0,1,0,0,0
630,6,DEBIT,8793.3,C2679968,18184.63,9391.33,C3784111,5972.97,14766.27,8793.3,8793.3,0.4836,0,0,1,0,0
393,9,CASH_OUT,14319.22,C4537183,18748.25,4429.03,C5413076,9401.77,23720.99,14319.22,14319.22,0.7638,0,0,0,0,0
460,4,CASH_IN,5603.98,C1484169,18907.45,24511.43,C1387045,2458.02,8062.0,-5603.98,5603.98,0.2964,0,1,1,0,0
55,7,CASH_IN,22972.44,C5357495,10540.02,33512.46,C3185260,3662.64,26635.08,-22972.44,22972.44,2.1795,0,0,0,0,0
711,15,PAYMENT,746.69,C3712471,16565.36,15818.67,C8587600,8493.18,9239.87,746.69,746.69,0.0451,0,0,0,0,0
653,5,PAYMENT,14151.25,C5395799,21384.89,7233.64,C8390603,16983.98,31135.23,14151.25,14151.25,0.6617,0,1,1,0,0
